Date and Time,Distance,HWS hub,DIRECTION hub,HWS hub availability,RWS2 availability,RWS3 availability,Shear,Veer,RWS2,RWS3,CNR2,CNR3,Tilt,Roll,U high,U low,V high,V low,HEIGHT high,HEIGHT low,HWS high,HWS low,DIRECTION high,DIRECTION low,HWS high Availability,HWS low Availability
20/10/2020 00:00,50,3.43,92.7,1,1,1,-0.07,-0.22,0.765,-1.0007,-10.98,-11.17,5.01,-0.01,-0.01,-0.12,3.41,3.42,111.72,103.01,3.41,3.43,90.12,92.04,1,1
20/10/2020 00:00,140,3.94,89.17,1,1,1,0.88,-0.14,1.1302,-0.9578,-8.33,-8.89,5.01,-0.01,0.4,0.09,4.87,4.05,127.43,103.03,4.88,4.05,85.29,88.74,1,1
20/10/2020 00:00,150,4.19,89.2,1,1,1,0.74,-0.13,1.1889,-1.0188,-7.94,-8.62,5.01,-0.01,0.39,0.09,5.04,4.28,129.17,103.03,5.06,4.28,85.54,88.82,1,1
20/10/2020 00:00,160,4.37,89.21,1,1,1,0.63,-0.11,1.2313,-1.0624,-7.51,-8.28,5.01,-0.01,0.38,0.09,5.16,4.45,130.92,103.03,5.17,4.45,85.78,88.87,1,1
20/10/2020 00:00,170,4.39,89.38,1,1,1,0.59,-0.11,1.2231,-1.0793,-7.13,-7.95,5.01,-0.01,0.38,0.07,5.17,4.46,132.66,103.04,5.19,4.46,85.79,89.04,1,1
20/10/2020 00:00,178,4.39,89.54,1,1,1,0.52,-0.11,1.2085,-1.0889,-6.87,-7.69,5.01,-0.01,0.38,0.06,5.09,4.45,134.06,103.04,5.11,4.45,85.76,89.2,1,1
20/10/2020 00:00,180,4.39,89.57,1,1,1,0.5,-0.11,1.2063,-1.0903,-6.82,-7.64,5.01,-0.01,0.38,0.06,5.07,4.45,134.41,103.04,5.09,4.45,85.74,89.23,1,1
20/10/2020 00:00,190,4.38,89.69,1,1,1,0.4,-0.12,1.1939,-1.0949,-6.59,-7.38,5.01,-0.01,0.39,0.05,4.95,4.44,136.15,103.04,4.97,4.44,85.52,89.34,1,1
20/10/2020 00:00,200,4.35,89.83,1,1,1,0.33,-0.13,1.174,-1.0908,-6.46,-7.19,5.01,-0.01,0.43,0.04,4.82,4.39,137.89,103.04,4.84,4.39,84.93,89.44,1,1
20/10/2020 00:00,210,4.26,89.95,1,1,1,0.3,-0.14,1.1437,-1.0731,-6.42,-7.08,5.01,-0.01,0.47,0.04,4.69,4.3,139.64,103.04,4.71,4.3,84.22,89.51,1,1
20/10/2020 00:00,300,3.67,90.1,1,1,1,0.35,-0.24,0.9945,-0.9166,-8.13,-8.39,5.01,-0.01,0.96,0.04,4.17,3.71,155.34,103.06,4.28,3.71,77.08,89.38,1,1
20/10/2020 00:00,400,3.39,87.82,1,1,1,1.06,-0.16,1.0597,-0.7442,-11.05,-11.1,5.01,-0.01,1.44,0.16,5.88,3.5,172.79,103.08,6.05,3.5,76.27,87.33,1,1
20/10/2020 00:00,500,3.41,88.56,1,1,1,1.14,-0.16,1.0262,-0.7941,-13.62,-13.66,5.01,-0.01,1.98,0.12,6.82,3.53,190.24,103.1,7.1,3.53,73.81,88.05,1,1
20/10/2020 00:00,600,3.87,88.41,1,1,1,0.85,-0.14,1.1578,-0.8885,-15.71,-15.52,5.01,-0.01,2.01,0.14,6.93,3.97,207.68,103.12,7.22,3.97,73.79,87.99,1,1
20/10/2020 00:00,700,3.65,89.56,1,1,1,0.99,-0.15,1.0284,-0.9131,-17.25,-17.21,5.01,-0.01,2.69,0.06,7.71,3.76,225.13,103.14,8.17,3.76,70.75,89.09,1,1
20/10/2020 00:10,50,3.14,91.74,1,1,1,0.19,-0.29,0.7677,-0.8588,-10.89,-11.1,5.01,-0.01,0.1,-0.05,3.2,3.15,111.72,103.01,3.2,3.15,88.3,90.86,1,1
20/10/2020 00:10,140,4.16,88,1,1,1,0.68,-0.14,1.2684,-0.9196,-8.22,-8.8,5.01,-0.01,0.51,0.18,4.88,4.24,127.43,103.03,4.9,4.25,84.07,87.56,1,1
20/10/2020 00:10,150,4.3,87.95,1,1,1,0.55,-0.13,1.3059,-0.9443,-7.88,-8.53,5.01,-0.01,0.51,0.19,4.92,4.36,129.17,103.03,4.95,4.37,84.03,87.54,1,1
20/10/2020 00:10,160,4.39,87.88,1,1,1,0.37,-0.13,1.3317,-0.9538,-7.46,-8.19,5.01,-0.01,0.53,0.2,4.82,4.43,130.92,103.03,4.85,4.44,83.71,87.47,1,1
20/10/2020 00:10,170,4.39,87.86,1,1,1,0.26,-0.14,1.3301,-0.9475,-7.08,-7.83,5.01,-0.01,0.55,0.2,4.69,4.42,132.66,103.04,4.72,4.42,83.27,87.43,1,1
20/10/2020 00:10,178,4.32,87.91,1,1,1,0.25,-0.14,1.307,-0.9355,-6.81,-7.55,5.01,-0.01,0.57,0.19,4.61,4.35,134.06,103.04,4.65,4.35,83,87.47,1,1
20/10/2020 00:10,180,4.3,87.93,1,1,1,0.25,-0.15,1.3007,-0.9331,-6.76,-7.5,5.01,-0.01,0.57,0.19,4.59,4.33,134.41,103.04,4.63,4.34,82.89,87.48,1,1
20/10/2020 00:10,190,4.15,88.04,1,1,1,0.28,-0.15,1.2496,-0.9069,-6.52,-7.21,5.01,-0.01,0.59,0.18,4.48,4.18,136.15,103.04,4.52,4.19,82.47,87.57,1,1
20/10/2020 00:10,200,3.95,87.96,1,1,1,0.33,-0.16,1.1981,-0.8598,-6.39,-7.04,5.01,-0.01,0.61,0.18,4.36,3.99,137.9,103.04,4.4,3.99,82.08,87.49,1,1
20/10/2020 00:10,210,3.81,87.75,1,1,1,0.38,-0.15,1.1684,-0.8159,-6.35,-6.96,5.01,-0.01,0.62,0.18,4.28,3.85,139.64,103.05,4.32,3.85,81.73,87.29,1,1
20/10/2020 00:10,300,3.15,88.59,1,1,1,0.93,-0.21,0.9459,-0.7216,-7.97,-8.3,5.01,-0.01,1.07,0.12,4.61,3.23,155.35,103.06,4.73,3.24,76.88,87.94,1,1
20/10/2020 00:10,400,3.34,86.67,1,1,1,1.09,-0.17,1.1136,-0.6641,-11.04,-11.15,5.01,-0.01,1.66,0.23,5.82,3.45,172.79,103.09,6.05,3.45,74.1,86.14,1,1
20/10/2020 00:10,500,3.64,86.6,1,1,1,0.98,-0.16,1.2117,-0.7199,-13.64,-13.58,5.01,-0.01,2.08,0.25,6.53,3.75,190.24,103.11,6.85,3.75,72.34,86.11,1,1
20/10/2020 00:10,600,3.78,87.85,1,1,1,0.85,-0.16,1.1714,-0.8269,-15.63,-15.58,5.01,-0.01,2.28,0.18,6.68,3.87,207.69,103.13,7.05,3.88,71.13,87.36,1,1
20/10/2020 00:10,700,3.76,86.23,1,1,1,0.92,-0.14,1.2714,-0.7203,-17.36,-17.25,5.01,-0.01,2.95,0.29,7.38,3.86,225.14,103.15,7.95,3.87,68.17,85.78,1,1
20/10/2020 00:20,50,3.31,89.01,1,1,1,-0.15,-0.25,0.9453,-0.7517,-10.93,-11.16,5.01,-0.01,0.22,0.1,3.24,3.29,111.73,103.01,3.25,3.29,86.08,88.26,1,1
20/10/2020 00:20,140,3.72,85.4,1,1,1,0.34,-0.17,1.2867,-0.6414,-8.06,-8.65,5.01,-0.01,0.64,0.33,3.98,3.74,127.43,103.03,4.03,3.75,80.83,84.9,1,1
20/10/2020 00:20,150,3.72,85.27,1,1,1,0.35,-0.17,1.2985,-0.6345,-7.67,-8.35,5.01,-0.01,0.68,0.34,4.01,3.75,129.18,103.04,4.07,3.76,80.38,84.76,1,1
20/10/2020 00:20,160,3.66,85.31,1,1,1,0.41,-0.18,1.2769,-0.6243,-7.25,-8,5.01,-0.01,0.73,0.34,4.02,3.69,130.92,103.04,4.08,3.7,79.73,84.77,1,1
20/10/2020 00:20,170,3.59,85.44,1,1,1,0.47,-0.19,1.2508,-0.621,-6.9,-7.68,5.01,-0.01,0.76,0.33,4.03,3.63,132.67,103.04,4.1,3.64,79.28,84.87,1,1
20/10/2020 00:20,178,3.56,85.54,1,1,1,0.5,-0.19,1.2355,-0.6223,-6.66,-7.44,5.01,-0.01,0.78,0.32,4.05,3.6,134.06,103.04,4.13,3.62,79.07,84.97,1,1
20/10/2020 00:20,180,3.56,85.57,1,1,1,0.5,-0.19,1.2324,-0.6233,-6.62,-7.4,5.01,-0.01,0.79,0.32,4.05,3.6,134.41,103.04,4.12,3.61,79.02,84.99,1,1
20/10/2020 00:20,190,3.5,85.6,1,1,1,0.52,-0.19,1.2133,-0.6158,-6.42,-7.18,5.01,-0.01,0.81,0.31,4.04,3.55,136.16,103.05,4.11,3.56,78.69,85.02,1,1
20/10/2020 00:20,200,3.41,85.52,1,1,1,0.58,-0.2,1.1894,-0.5948,-6.32,-7.04,5.01,-0.01,0.85,0.31,4.02,3.46,137.9,103.05,4.11,3.47,78.08,84.92,1,1
20/10/2020 00:20,210,3.38,85.45,1,1,1,0.59,-0.21,1.1835,-0.5829,-6.29,-6.97,5.01,-0.01,0.91,0.31,4.01,3.42,139.65,103.05,4.11,3.44,77.24,84.81,1,1
20/10/2020 00:20,300,3.23,85.29,1,1,1,1.05,-0.2,1.1554,-0.5576,-8.19,-8.43,5.01,-0.01,1.39,0.31,4.94,3.32,155.35,103.07,5.13,3.34,74.28,84.68,1,1
20/10/2020 00:20,400,3.64,83.79,1,1,1,0.9,-0.15,1.3763,-0.5383,-11.09,-11.15,5.01,-0.01,1.74,0.43,5.7,3.71,172.8,103.1,5.96,3.74,73.05,83.34,1,1
20/10/2020 00:20,500,3.68,84.82,1,1,1,0.87,-0.13,1.3273,-0.6136,-13.58,-13.53,5.01,-0.01,1.92,0.37,6.14,3.76,190.25,103.12,6.43,3.78,72.64,84.4,1,1
20/10/2020 00:20,600,3.75,86.39,1,1,1,0.91,-0.16,1.2586,-0.7234,-15.62,-15.57,5.01,-0.01,2.65,0.28,6.8,3.84,207.71,103.15,7.3,3.85,68.71,85.88,1,1
20/10/2020 00:20,700,3.31,85.79,1,1,1,1.11,-0.15,1.152,-0.6113,-17.22,-17.11,5.01,-0.01,3.14,0.28,7.52,3.42,225.16,103.17,8.15,3.43,67.32,85.32,1,1
20/10/2020 00:30,50,3.28,94.91,1,1,1,-0.46,-0.34,0.6212,-1.0449,-10.69,-10.9,5.01,-0.01,-0.05,-0.22,3.12,3.23,111.73,103.01,3.12,3.24,90.92,93.88,1,1
20/10/2020 00:30,140,4.04,87.26,1,1,1,0.08,-0.15,1.2598,-0.825,-8.01,-8.61,5.01,-0.01,0.48,0.23,4.09,4.04,127.43,103.04,4.11,4.05,83.24,86.81,1,1
20/10/2020 00:30,150,4.17,87.63,1,1,1,0.04,-0.16,1.2766,-0.8753,-7.67,-8.34,5.01,-0.01,0.51,0.21,4.19,4.17,129.18,103.04,4.22,4.18,82.99,87.15,1,1
20/10/2020 00:30,160,4.19,88.26,1,1,1,0.09,-0.18,1.2448,-0.9199,-7.27,-8.01,5.01,-0.01,0.55,0.17,4.26,4.2,130.92,103.04,4.29,4.2,82.67,87.71,1,1
20/10/2020 00:30,170,4.18,88.71,1,1,1,0.11,-0.2,1.2147,-0.9474,-6.93,-7.69,5.01,-0.01,0.58,0.14,4.28,4.19,132.67,103.04,4.31,4.19,82.31,88.11,1,1
20/10/2020 00:30,178,4.19,88.96,1,1,1,0.07,-0.21,1.2001,-0.9636,-6.7,-7.47,5.01,-0.01,0.6,0.12,4.23,4.2,134.07,103.05,4.27,4.2,81.87,88.33,1,1
20/10/2020 00:30,180,4.19,88.98,1,1,1,0.06,-0.21,1.1987,-0.9646,-6.66,-7.43,5.01,-0.01,0.61,0.12,4.22,4.19,134.41,103.05,4.26,4.2,81.78,88.35,1,1
20/10/2020 00:30,190,4.19,89.14,1,1,1,0.01,-0.22,1.1897,-0.9729,-6.45,-7.19,5.01,-0.01,0.64,0.11,4.16,4.19,136.16,103.05,4.21,4.19,81.2,88.47,1,1
20/10/2020 00:30,200,4.15,89.32,1,1,1,0,-0.23,1.1681,-0.9733,-6.35,-7.05,5.01,-0.01,0.68,0.1,4.1,4.15,137.91,103.05,4.15,4.15,80.53,88.61,1,1
20/10/2020 00:30,210,4.08,89.43,1,1,1,0,-0.24,1.1428,-0.9629,-6.33,-6.98,5.01,-0.01,0.72,0.09,4.02,4.08,139.65,103.05,4.09,4.08,79.89,88.69,1,1
20/10/2020 00:30,300,3.09,90.9,1,1,1,0.95,-0.26,0.8143,-0.8255,-7.99,-8.29,5.01,-0.01,1.09,-0.01,4.57,3.18,155.36,103.08,4.7,3.18,76.64,90.1,1,1
20/10/2020 00:30,400,2.83,88.59,1,1,1,1.4,-0.18,0.8584,-0.6624,-10.9,-10.99,5.01,-0.01,1.52,0.1,5.89,2.95,172.81,103.1,6.08,2.95,75.48,88.03,1,1
20/10/2020 00:30,500,3.37,89.25,1,1,1,1,-0.19,0.9738,-0.817,-13.45,-13.39,5.01,-0.01,1.97,0.08,6.11,3.47,190.26,103.13,6.42,3.47,72.16,88.66,1,1
20/10/2020 00:30,600,3.48,89.35,1,1,1,0.97,-0.18,0.9988,-0.851,-15.52,-15.36,5.01,-0.01,2.45,0.08,6.66,3.59,207.71,103.15,7.09,3.59,69.83,88.78,1,1
20/10/2020 00:30,700,3.2,90.38,1,1,1,1.09,-0.17,0.8634,-0.8432,-17.15,-17.04,5.01,-0.01,2.85,0.01,7.22,3.31,225.17,103.18,7.76,3.31,68.47,89.82,1,1
20/10/2020 00:40,50,3.59,97.32,1,1,1,0.26,-0.33,0.5408,-1.3131,-10.67,-10.82,5.01,-0.01,-0.23,-0.4,3.69,3.59,111.72,103.01,3.69,3.62,93.51,96.34,1,1
20/10/2020 00:40,140,3.23,90.91,1,1,1,0.7,-0.14,0.8235,-0.8772,-7.85,-8.38,5.01,-0.01,0.2,-0.03,3.82,3.3,127.42,103.03,3.82,3.3,87.07,90.48,1,1
20/10/2020 00:40,150,3.49,91.02,1,1,1,0.6,-0.16,0.8846,-0.9499,-7.52,-8.15,5.01,-0.01,0.25,-0.03,4.07,3.56,129.17,103.03,4.07,3.56,86.47,90.54,1,1
20/10/2020 00:40,160,3.8,91.51,1,1,1,0.42,-0.18,0.9306,-1.0556,-7.16,-7.86,5.01,-0.01,0.31,-0.06,4.25,3.85,130.91,103.03,4.26,3.85,85.88,90.96,1,1
20/10/2020 00:40,170,3.99,91.84,1,1,1,0.33,-0.2,0.955,-1.1229,-6.84,-7.57,5.01,-0.01,0.36,-0.09,4.37,4.03,132.66,103.03,4.38,4.03,85.31,91.24,1,1
20/10/2020 00:40,178,4.13,91.98,1,1,1,0.27,-0.21,0.9791,-1.1678,-6.63,-7.36,5.01,-0.01,0.4,-0.1,4.45,4.16,134.05,103.03,4.47,4.16,84.87,91.34,1,1
20/10/2020 00:40,180,4.16,91.98,1,1,1,0.25,-0.21,0.9854,-1.1756,-6.59,-7.32,5.01,-0.01,0.41,-0.1,4.46,4.19,134.4,103.03,4.48,4.19,84.78,91.35,1,1
20/10/2020 00:40,190,4.32,91.94,1,1,1,0.2,-0.2,1.0245,-1.2181,-6.43,-7.12,5.01,-0.01,0.44,-0.1,4.57,4.35,136.15,103.04,4.59,4.35,84.56,91.32,1,1
20/10/2020 00:40,200,4.41,91.97,1,1,1,0.15,-0.2,1.0409,-1.2454,-6.36,-6.99,5.01,-0.01,0.44,-0.11,4.61,4.43,137.89,103.04,4.63,4.43,84.5,91.37,1,1
20/10/2020 00:40,210,4.4,92.19,1,1,1,0.15,-0.2,1.0223,-1.2587,-6.35,-6.93,5.01,-0.01,0.46,-0.12,4.61,4.42,139.64,103.04,4.64,4.42,84.33,91.58,1,1
20/10/2020 00:40,300,3.51,93.35,1,1,1,0.35,-0.25,0.7601,-1.0698,-8.02,-8.21,5.01,-0.01,0.75,-0.16,4.04,3.55,155.34,103.06,4.11,3.55,79.53,92.59,1,1
20/10/2020 00:40,400,2.95,91.4,1,1,1,1.15,-0.19,0.7449,-0.8294,-10.83,-10.86,5.01,-0.01,1.19,-0.04,5.4,3.05,172.78,103.07,5.52,3.05,77.61,90.82,1,1
20/10/2020 00:40,500,3.23,90.54,1,1,1,1.04,-0.16,0.857,-0.8613,-13.4,-13.29,5.01,-0.01,1.52,0,6.12,3.33,190.23,103.09,6.31,3.33,76.02,90.04,1,1
20/10/2020 00:40,600,3.48,91.83,1,1,1,0.88,-0.17,0.8419,-1,-15.51,-15.34,5.01,-0.01,1.83,-0.08,6.34,3.57,207.67,103.11,6.6,3.57,73.87,91.31,1,1
20/10/2020 00:40,700,3.36,91.8,1,1,1,0.94,-0.17,0.8178,-0.9673,-17.16,-17.08,5.01,-0.01,2.36,-0.08,6.8,3.46,225.12,103.13,7.19,3.46,70.84,91.28,1,1
20/10/2020 00:50,50,3.82,99.55,1,1,1,-0.02,-0.22,0.4042,-1.5436,-10.41,-10.54,5.01,0,-0.46,-0.59,3.79,3.78,111.72,103.01,3.82,3.82,96.93,98.87,1,1
20/10/2020 00:50,140,3.18,97.03,1,1,1,0.45,-0.22,0.4798,-1.1698,-7.54,-8.05,5.01,0,-0.06,-0.36,3.54,3.2,127.42,103.02,3.54,3.22,91.02,96.37,1,1
20/10/2020 00:50,150,3.23,95.96,1,1,1,0.45,-0.16,0.5382,-1.1399,-7.17,-7.75,5.01,0,-0.08,-0.31,3.62,3.25,129.16,103.02,3.62,3.27,91.19,95.47,1,1
20/10/2020 00:50,160,3.26,94.73,1,1,1,0.5,-0.12,0.6063,-1.0948,-6.77,-7.42,5.01,0,-0.08,-0.25,3.73,3.3,130.91,103.02,3.73,3.31,91.17,94.38,1,1
20/10/2020 00:50,170,3.31,93.88,1,1,1,0.63,-0.1,0.6634,-1.0715,-6.45,-7.14,5.01,0,-0.05,-0.21,3.95,3.36,132.65,103.03,3.95,3.37,90.77,93.59,1,1
20/10/2020 00:50,178,3.46,93.39,1,1,1,0.67,-0.09,0.7228,-1.0941,-6.26,-6.96,5.01,0,-0.03,-0.19,4.21,3.52,134.05,103.03,4.21,3.53,90.35,93.12,1,1
20/10/2020 00:50,180,3.49,93.35,1,1,1,0.67,-0.09,0.7327,-1.1034,-6.22,-6.93,5.01,0,-0.02,-0.19,4.26,3.56,134.4,103.03,4.26,3.57,90.29,93.08,1,1
20/10/2020 00:50,190,3.76,93.47,1,1,1,0.63,-0.09,0.7798,-1.1904,-6.1,-6.78,5.01,0,-0.01,-0.21,4.56,3.82,136.14,103.03,4.56,3.83,90.07,93.18,1,1
20/10/2020 00:50,200,3.92,93.9,1,1,1,0.6,-0.1,0.7867,-1.2697,-6.08,-6.7,5.01,0,0,-0.25,4.76,3.99,137.88,103.03,4.76,3.99,89.99,93.59,1,1
20/10/2020 00:50,210,4.09,94.37,1,1,1,0.53,-0.12,0.7895,-1.3505,-6.13,-6.68,5.01,0,0.04,-0.29,4.88,4.15,139.63,103.03,4.88,4.16,89.52,94,1,1
20/10/2020 00:50,300,4.13,95.93,1,1,1,0.09,-0.2,0.6914,-1.4355,-7.81,-8.01,5.01,0,0.37,-0.39,4.29,4.12,155.32,103.04,4.3,4.14,85.11,95.33,1,1
20/10/2020 00:50,400,3.04,94.38,1,1,1,1.03,-0.19,0.6068,-1.008,-10.58,-10.56,5.01,0,0.89,-0.21,5.27,3.13,172.77,103.06,5.35,3.14,80.44,93.79,1,1
20/10/2020 00:50,500,3.35,91.36,1,1,1,0.99,-0.12,0.8312,-0.9473,-13.35,-13.1,5.01,0,1.02,-0.06,6.23,3.45,190.21,103.07,6.32,3.45,80.73,91,1,1
20/10/2020 00:50,600,3.72,94.53,1,1,1,0.96,-0.15,0.7224,-1.2466,-15.31,-15.17,5.01,0,1.51,-0.27,7.34,3.82,207.65,103.09,7.49,3.83,78.41,94.06,1,1
20/10/2020 00:50,700,3.64,93.6,1,1,1,0.9,-0.14,0.7624,-1.1637,-17.02,-16.86,5.01,0,1.75,-0.21,7.36,3.73,225.09,103.1,7.57,3.74,76.62,93.18,1,1
20/10/2020 01:00,50,3.59,96.51,1,1,1,-0.01,-0.27,0.5769,-1.2632,-10.37,-10.57,5.01,0,-0.21,-0.36,3.58,3.57,111.72,103.01,3.58,3.59,93.31,95.69,1,1
20/10/2020 01:00,140,3.59,91.45,1,1,1,1.06,-0.09,0.8825,-1.0284,-7.58,-8.16,5.01,0,0.09,-0.08,4.64,3.71,127.42,103.02,4.64,3.71,88.9,91.17,1,1
20/10/2020 01:00,150,3.87,91.15,1,1,1,0.86,-0.08,0.9643,-1.0856,-7.22,-7.88,5.01,0,0.1,-0.06,4.83,3.97,129.16,103.02,4.83,3.97,88.79,90.9,1,1
20/10/2020 01:00,160,4.09,91.44,1,1,1,0.74,-0.09,0.9955,-1.1595,-6.83,-7.56,5.01,0,0.12,-0.08,4.99,4.18,130.91,103.02,4.99,4.18,88.62,91.16,1,1
20/10/2020 01:00,170,4.29,91.85,1,1,1,0.67,-0.1,1.0153,-1.2435,-6.5,-7.27,5.01,0,0.13,-0.12,5.19,4.38,132.65,103.02,5.19,4.38,88.54,91.54,1,1
20/10/2020 01:00,178,4.45,92.08,1,1,1,0.61,-0.11,1.0336,-1.3008,-6.3,-7.08,5.01,0,0.15,-0.14,5.32,4.53,134.04,103.02,5.32,4.53,88.36,91.75,1,1
20/10/2020 01:00,180,4.47,92.12,1,1,1,0.61,-0.11,1.0354,-1.3092,-6.26,-7.04,5.01,0,0.16,-0.14,5.34,4.55,134.39,103.03,5.34,4.55,88.31,91.79,1,1
20/10/2020 01:00,190,4.59,92.3,1,1,1,0.48,-0.12,1.0491,-1.3513,-6.1,-6.86,5.01,0,0.21,-0.16,5.32,4.65,136.14,103.03,5.33,4.66,87.79,91.92,1,1
20/10/2020 01:00,200,4.63,92.53,1,1,1,0.36,-0.15,1.0414,-1.371,-6.03,-6.73,5.01,0,0.27,-0.17,5.2,4.68,137.88,103.03,5.21,4.68,87.01,92.09,1,1
20/10/2020 01:00,210,4.57,92.92,1,1,1,0.33,-0.17,1.0021,-1.3781,-6.02,-6.66,5.01,0,0.33,-0.19,5.09,4.61,139.63,103.03,5.1,4.62,86.32,92.41,1,1
20/10/2020 01:00,300,3.93,93.09,1,1,1,0.22,-0.21,0.856,-1.1847,-7.69,-7.89,5.01,0,0.63,-0.17,4.28,3.96,155.32,103.04,4.33,3.96,81.59,92.46,1,1
20/10/2020 01:00,400,3.32,90.24,1,1,1,1.23,-0.15,0.9012,-0.8772,-10.68,-10.58,5.01,0,1.18,0.01,6.4,3.45,172.76,103.06,6.51,3.45,79.56,89.79,1,1
20/10/2020 01:00,500,3.78,90.43,1,1,1,1.03,-0.11,0.9995,-1.0106,-13.28,-13.15,5.01,0,1.25,-0.01,7.23,3.9,190.2,103.07,7.34,3.9,80.19,90.08,1,1
20/10/2020 01:00,600,3.94,89.79,1,1,1,1.02,-0.12,1.0856,-1.0085,-15.25,-15.17,5.01,0,1.82,0.04,8.12,4.06,207.64,103.08,8.32,4.06,77.37,89.44,1,1
20/10/2020 01:00,700,4.14,90.29,1,1,1,0.84,-0.12,1.1011,-1.09,-17.06,-16.92,5.01,0,2.06,0.01,7.9,4.25,225.08,103.1,8.16,4.25,75.37,89.92,1,1
20/10/2020 01:10,50,3.73,97.93,1,1,1,-0.32,-0.29,0.5059,-1.3851,-10.48,-10.64,5.01,0,-0.29,-0.45,3.59,3.67,111.72,103.01,3.6,3.69,94.58,97.07,1,1
20/10/2020 01:10,140,3.05,96.67,1,1,1,1.03,-0.28,0.4993,-1.1154,-7.59,-8.11,5.01,0,0.07,-0.32,3.91,3.13,127.42,103.02,3.91,3.15,88.91,95.82,1,1
20/10/2020 01:10,150,3.25,95.56,1,1,1,1.03,-0.22,0.5851,-1.1362,-7.24,-7.85,5.01,0,0.07,-0.29,4.22,3.34,129.16,103.02,4.22,3.35,89.03,94.88,1,1
20/10/2020 01:10,160,3.65,94.2,1,1,1,0.78,-0.16,0.7276,-1.1968,-6.89,-7.58,5.01,0,0.05,-0.24,4.5,3.73,130.91,103.02,4.5,3.74,89.36,93.72,1,1
20/10/2020 01:10,170,3.99,93.24,1,1,1,0.57,-0.12,0.8491,-1.2439,-6.61,-7.33,5.01,0,0.05,-0.2,4.69,4.06,132.65,103.03,4.7,4.06,89.39,92.88,1,1
20/10/2020 01:10,178,4.12,92.93,1,1,1,0.55,-0.11,0.8956,-1.2639,-6.44,-7.16,5.01,0,0.06,-0.19,4.84,4.19,134.05,103.03,4.84,4.19,89.25,92.61,1,1
20/10/2020 01:10,180,4.14,92.93,1,1,1,0.55,-0.11,0.8995,-1.2689,-6.41,-7.12,5.01,0,0.07,-0.19,4.87,4.2,134.4,103.03,4.87,4.21,89.2,92.6,1,1
20/10/2020 01:10,190,4.24,93.2,1,1,1,0.53,-0.12,0.9038,-1.3166,-6.26,-6.96,5.01,0,0.09,-0.21,4.99,4.31,136.14,103.03,5,4.31,88.93,92.84,1,1
20/10/2020 01:10,200,4.38,93.65,1,1,1,0.43,-0.13,0.9003,-1.3867,-6.16,-6.85,5.01,0,0.12,-0.25,5.04,4.43,137.88,103.03,5.04,4.44,88.61,93.25,1,1
20/10/2020 01:10,210,4.46,93.8,1,1,1,0.36,-0.14,0.9027,-1.4172,-6.12,-6.79,5.01,0,0.14,-0.27,5.03,4.5,139.63,103.03,5.03,4.51,88.36,93.39,1,1
20/10/2020 01:10,300,3.79,93,1,1,1,0.19,-0.19,0.8274,-1.1374,-7.81,-8,5.01,0,0.55,-0.16,4.09,3.81,155.32,103.04,4.13,3.81,82.39,92.41,1,1
20/10/2020 01:10,400,3.26,91.7,1,1,1,1.08,-0.15,0.7985,-0.9385,-10.69,-10.63,5.01,0,0.97,-0.07,5.79,3.37,172.77,103.06,5.88,3.37,80.49,91.23,1,1
20/10/2020 01:10,500,3.73,91.16,1,1,1,0.97,-0.12,0.9404,-1.0423,-13.42,-13.27,5.01,0,1.19,-0.05,6.87,3.84,190.21,103.07,6.97,3.84,80.19,90.79,1,1
20/10/2020 01:10,600,3.87,92.29,1,1,1,1.06,-0.14,0.9053,-1.1542,-15.33,-15.2,5.01,0,1.91,-0.13,8.15,3.99,207.65,103.09,8.37,4,76.84,91.85,1,1
20/10/2020 01:10,700,4,91.28,1,1,1,0.86,-0.14,1.0003,-1.1179,-17.17,-16.95,5.01,0,2.22,-0.06,7.7,4.11,225.09,103.1,8.01,4.11,73.89,90.85,1,1
20/10/2020 01:20,50,3.56,97.27,1,1,1,-0.3,-0.26,0.5191,-1.2869,-10.39,-10.56,5.01,0,-0.25,-0.4,3.43,3.5,111.72,103.01,3.44,3.52,94.17,96.47,1,1
20/10/2020 01:20,140,3.32,92.3,1,1,1,1.04,-0.16,0.7787,-0.9885,-7.66,-8.2,5.01,0,0.15,-0.11,4.27,3.43,127.42,103.02,4.27,3.43,87.94,91.81,1,1
20/10/2020 01:20,150,3.63,92.02,1,1,1,0.88,-0.13,0.8582,-1.0643,-7.33,-7.95,5.01,0,0.13,-0.11,4.55,3.73,129.16,103.02,4.55,3.73,88.35,91.64,1,1
20/10/2020 01:20,160,3.89,92.26,1,1,1,0.8,-0.12,0.9001,-1.155,-6.96,-7.66,5.01,0,0.12,-0.13,4.83,3.98,130.91,103.03,4.83,3.99,88.58,91.9,1,1
20/10/2020 01:20,170,4.12,92.53,1,1,1,0.7,-0.12,0.9303,-1.2383,-6.65,-7.4,5.01,0,0.11,-0.16,5.02,4.2,132.65,103.03,5.02,4.21,88.7,92.17,1,1
20/10/2020 01:20,178,4.29,92.67,1,1,1,0.59,-0.12,0.9547,-1.2961,-6.44,-7.2,5.01,0,0.12,-0.18,5.1,4.36,134.05,103.03,5.1,4.37,88.71,92.32,1,1
