Date and Time,Distance,HWS hub,DIRECTION hub,HWS hub availability,RWS2 availability,RWS3 availability,Shear,Veer,RWS2,RWS3,CNR2,CNR3,Tilt,Roll,U high,U low,V high,V low,HEIGHT high,HEIGHT low,HWS high,HWS low,DIRECTION high,DIRECTION low,HWS high Availability,HWS low Availability
22/10/2020 04:20,190,9.27,12.49,1,1,1,0.7,-0.14,9.4615,8.4435,-3.3,-3.86,5.07,-0.01,11.41,9.27,1.46,1.97,136.34,103.24,11.5,9.47,7.29,12.03,1,1
22/10/2020 04:20,200,9.21,11.99,1,1,1,0.72,-0.12,9.4065,8.4288,-3.24,-3.75,5.07,-0.01,11.52,9.23,1.52,1.9,138.1,103.25,11.62,9.42,7.53,11.61,1,1
22/10/2020 04:20,210,9.12,10.94,1,1,1,0.76,-0.09,9.3186,8.4271,-3.25,-3.72,5.07,-0.01,11.65,9.18,1.54,1.73,139.85,103.26,11.76,9.34,7.53,10.66,1,1
22/10/2020 04:20,300,8.67,0.59,1,1,1,0.8,0.1,8.6369,8.561,-5.07,-5.2,5.07,-0.01,12.29,8.9,1.38,0.15,155.65,103.37,12.37,8.9,6.42,0.95,1,1
22/10/2020 04:20,400,8.75,-7.67,1,1,1,0.68,0.11,8.2876,8.8732,-7.98,-7.89,5.07,-0.01,12.71,8.88,0.1,-1.14,173.2,103.5,12.72,8.95,0.46,-7.29,1,1
22/10/2020 04:20,500,8.98,-7.45,1,1,1,0.61,0.02,8.4907,9.0983,-10.55,-10.35,5.07,-0.01,13.22,9.1,-1.3,-1.18,190.75,103.62,13.28,9.18,-5.62,-7.38,1,1
22/10/2020 04:20,600,9.37,-13.97,1,1,1,0.54,0.09,8.3906,9.5514,-12.73,-12.47,5.07,-0.01,13.86,9.29,-0.96,-2.25,208.3,103.74,13.9,9.55,-3.96,-13.63,1,1
22/10/2020 04:20,700,9.49,-18.22,1,1,1,0.51,0.12,8.1399,9.6613,-14.6,-14.26,5.07,-0.01,14.31,9.21,-0.75,-2.95,225.84,103.87,14.33,9.67,-3.01,-17.76,1,1
22/10/2020 04:30,50,9.09,-0.82,1,1,1,0.58,0.08,8.9107,8.9586,-8.28,-8.32,5.07,-0.01,9.69,9.25,0.02,-0.09,111.78,103.06,9.69,9.25,0.12,-0.58,1,1
22/10/2020 04:30,140,8.8,2.59,1,1,1,0.73,-0.15,8.7772,8.6061,-5.47,-5.85,5.07,-0.01,10.5,9,-0.29,0.33,127.57,103.18,10.51,9,-1.57,2.11,1,1
22/10/2020 04:30,150,8.78,2.65,1,1,1,0.72,-0.14,8.7623,8.5849,-5.08,-5.55,5.07,-0.01,10.57,8.98,-0.28,0.34,129.33,103.19,10.58,8.98,-1.51,2.19,1,1
22/10/2020 04:30,160,8.77,2.76,1,1,1,0.72,-0.16,8.7533,8.5724,-4.64,-5.19,5.07,-0.01,10.66,8.97,-0.42,0.35,131.08,103.2,10.67,8.97,-2.24,2.24,1,1
22/10/2020 04:30,170,8.69,2.75,1,1,1,0.76,-0.17,8.6861,8.5089,-4.31,-4.89,5.07,-0.01,10.78,8.9,-0.52,0.34,132.84,103.22,10.79,8.91,-2.79,2.21,1,1
22/10/2020 04:30,178,8.61,3.32,1,1,1,0.8,-0.19,8.6294,8.4136,-4.1,-4.7,5.07,-0.01,10.87,8.82,-0.58,0.42,134.24,103.23,10.88,8.83,-3.08,2.72,1,1
22/10/2020 04:30,180,8.6,3.34,1,1,1,0.8,-0.19,8.6181,8.401,-4.06,-4.66,5.07,-0.01,10.89,8.81,-0.6,0.42,134.59,103.23,10.9,8.82,-3.14,2.74,1,1
22/10/2020 04:30,190,8.58,3.18,1,1,1,0.81,-0.18,8.5986,8.3936,-3.87,-4.44,5.07,-0.01,11.01,8.79,-0.66,0.4,136.35,103.24,11.03,8.8,-3.43,2.59,1,1
22/10/2020 04:30,200,8.6,2.24,1,1,1,0.8,-0.15,8.592,8.4532,-3.78,-4.31,5.07,-0.01,11.11,8.82,-0.68,0.27,138.11,103.25,11.13,8.83,-3.48,1.75,1,1
22/10/2020 04:30,210,8.64,2.09,1,1,1,0.78,-0.15,8.6225,8.4946,-3.77,-4.27,5.07,-0.01,11.2,8.86,-0.75,0.25,139.86,103.27,11.23,8.86,-3.85,1.6,1,1
22/10/2020 04:30,300,8.57,1.28,1,1,1,0.82,-0.11,8.5449,8.4729,-5.63,-5.82,5.07,-0.01,12.28,8.81,-1.04,0.14,155.66,103.38,12.32,8.81,-4.82,0.91,1,1
22/10/2020 04:30,400,9.06,-7.02,1,1,1,0.65,0.03,8.6016,9.177,-8.57,-8.54,5.07,-0.01,12.94,9.2,-1.09,-1.12,173.21,103.51,12.98,9.27,-4.82,-6.91,1,1
22/10/2020 04:30,500,9.54,-8.55,1,1,1,0.56,0.06,8.9389,9.6661,-11.13,-10.98,5.07,-0.01,13.66,9.63,-0.74,-1.41,190.76,103.64,13.68,9.73,-3.11,-8.33,1,1
22/10/2020 04:30,600,9.58,-6.59,1,1,1,0.55,0.04,9.1038,9.6691,-13.29,-13.1,5.07,-0.01,14.31,9.72,-0.54,-1.1,208.31,103.76,14.32,9.78,-2.14,-6.44,1,1
22/10/2020 04:30,700,9.33,-7.89,1,1,1,0.56,0.04,8.7939,9.456,-15.15,-14.9,5.07,-0.01,14.67,9.44,-0.78,-1.28,225.87,103.89,14.69,9.53,-3.06,-7.74,1,1
22/10/2020 04:40,50,8.47,10.78,1,1,1,0.57,-0.12,8.5941,7.7897,-8.43,-8.56,5.07,-0.01,8.91,8.48,1.48,1.56,111.77,103.06,9.03,8.62,9.41,10.42,1,1
22/10/2020 04:40,140,8.35,11.95,1,1,1,0.69,-0.19,8.5131,7.6471,-5.64,-6.12,5.07,-0.01,9.8,8.36,1.16,1.68,127.56,103.16,9.87,8.53,6.72,11.35,1,1
22/10/2020 04:40,150,8.28,10.91,1,1,1,0.72,-0.19,8.4421,7.6595,-5.25,-5.82,5.07,-0.01,9.91,8.33,0.95,1.52,129.31,103.17,9.96,8.47,5.45,10.32,1,1
22/10/2020 04:40,160,8.23,9.82,1,1,1,0.76,-0.17,8.383,7.6831,-4.83,-5.47,5.07,-0.01,10.06,8.31,0.78,1.36,131.07,103.19,10.09,8.42,4.46,9.27,1,1
22/10/2020 04:40,170,8.19,8.35,1,1,1,0.78,-0.14,8.3332,7.7365,-4.48,-5.15,5.07,-0.01,10.2,8.32,0.7,1.16,132.82,103.2,10.23,8.4,3.9,7.92,1,1
22/10/2020 04:40,178,8.19,7.23,1,1,1,0.79,-0.12,8.3083,7.7913,-4.25,-4.92,5.07,-0.01,10.31,8.33,0.59,1,134.22,103.21,10.33,8.39,3.28,6.86,1,1
22/10/2020 04:40,180,8.19,7.03,1,1,1,0.79,-0.12,8.306,7.8039,-4.21,-4.88,5.07,-0.01,10.33,8.34,0.55,0.97,134.57,103.21,10.35,8.39,3.05,6.66,1,1
22/10/2020 04:40,190,8.19,5.99,1,1,1,0.78,-0.12,8.2886,7.8661,-4.05,-4.67,5.07,-0.01,10.44,8.36,0.28,0.82,136.33,103.22,10.44,8.4,1.55,5.6,1,1
22/10/2020 04:40,200,8.18,4.45,1,1,1,0.77,-0.11,8.2379,7.9279,-3.98,-4.55,5.07,-0.01,10.5,8.37,0.08,0.6,138.08,103.23,10.5,8.39,0.42,4.11,1,1
22/10/2020 04:40,210,8.15,2.91,1,1,1,0.78,-0.09,8.1597,7.962,-4,-4.52,5.07,-0.01,10.58,8.34,-0.1,0.38,139.84,103.24,10.58,8.35,-0.53,2.63,1,1
22/10/2020 04:40,300,8.16,-6.28,1,1,1,0.74,0.02,7.7951,8.2606,-5.8,-5.99,5.07,-0.01,11.25,8.31,-0.99,-0.9,155.62,103.35,11.3,8.36,-5.02,-6.2,1,1
22/10/2020 04:40,400,8.41,-6.79,1,1,1,0.67,0.03,8.0013,8.5191,-8.7,-8.69,5.07,-0.01,12.12,8.55,-1.01,-1,173.17,103.46,12.17,8.61,-4.75,-6.7,1,1
22/10/2020 04:40,500,8.71,-3.11,1,1,1,0.6,0,8.4519,8.7015,-11.26,-11.13,5.07,-0.01,12.76,8.88,-0.76,-0.48,190.71,103.58,12.79,8.89,-3.42,-3.12,1,1
22/10/2020 04:40,600,8.61,-1.47,1,1,1,0.62,-0.02,8.4401,8.5625,-13.39,-13.24,5.07,-0.01,13.54,8.8,-0.9,-0.24,208.25,103.7,13.57,8.8,-3.8,-1.55,1,1
22/10/2020 04:40,700,8.8,-4.9,1,1,1,0.59,0.03,8.4675,8.856,-15.2,-14.98,5.07,-0.01,14.19,8.96,-0.4,-0.75,225.79,103.81,14.19,9,-1.62,-4.8,1,1
22/10/2020 04:50,50,8.6,4.05,1,1,1,0.45,0.12,8.5708,8.2256,-7.61,-7.64,5.07,-0.01,9,8.69,0.85,0.67,111.77,103.06,9.04,8.72,5.41,4.4,1,1
22/10/2020 04:50,140,8.47,8.96,1,1,1,0.7,0.03,8.6137,7.9118,-4.85,-5.26,5.07,-0.01,9.91,8.55,1.69,1.36,127.56,103.16,10.05,8.66,9.67,9.04,1,1
22/10/2020 04:50,150,8.44,10.76,1,1,1,0.71,-0.05,8.6069,7.7882,-4.46,-4.95,5.07,-0.01,9.99,8.48,1.63,1.59,129.31,103.17,10.13,8.63,9.27,10.6,1,1
22/10/2020 04:50,160,8.42,12.14,1,1,1,0.72,-0.08,8.5941,7.6791,-4.04,-4.61,5.07,-0.01,10.07,8.42,1.73,1.77,131.07,103.19,10.22,8.61,9.76,11.9,1,1
22/10/2020 04:50,170,8.37,12.87,1,1,1,0.73,-0.07,8.5535,7.5867,-3.71,-4.3,5.07,-0.01,10.12,8.35,1.9,1.87,132.82,103.2,10.3,8.56,10.63,12.65,1,1
22/10/2020 04:50,178,8.35,14.17,1,1,1,0.73,-0.1,8.5406,7.4864,-3.49,-4.11,5.07,-0.01,10.15,8.29,1.93,2.04,134.22,103.21,10.34,8.54,10.74,13.85,1,1
22/10/2020 04:50,180,8.35,14.55,1,1,1,0.72,-0.11,8.5418,7.4611,-3.45,-4.08,5.07,-0.01,10.16,8.28,1.93,2.1,134.58,103.21,10.34,8.54,10.73,14.2,1,1
22/10/2020 04:50,190,8.37,16.76,1,1,1,0.7,-0.18,8.5552,7.3254,-3.29,-3.89,5.07,-0.01,10.22,8.22,1.85,2.38,136.33,103.22,10.38,8.56,10.24,16.18,1,1
22/10/2020 04:50,200,8.4,18.37,1,1,1,0.68,-0.23,8.5715,7.2314,-3.22,-3.8,5.07,-0.01,10.3,8.18,1.75,2.6,138.08,103.23,10.45,8.58,9.63,17.63,1,1
22/10/2020 04:50,210,8.42,19.58,1,1,1,0.67,-0.25,8.5789,7.1533,-3.2,-3.78,5.07,-0.01,10.39,8.14,1.73,2.76,139.84,103.24,10.53,8.6,9.45,18.75,1,1
22/10/2020 04:50,300,8.47,20.63,1,1,1,0.65,-0.33,8.6302,7.1388,-5.01,-5.29,5.07,-0.01,11.3,8.16,0.41,2.89,155.63,103.35,11.31,8.66,2.08,19.51,1,1
22/10/2020 04:50,400,8.24,8.26,1,1,1,0.7,-0.14,8.3705,7.7813,-7.96,-7.96,5.07,-0.01,12.09,8.36,-0.4,1.14,173.17,103.47,12.09,8.44,-1.88,7.78,1,1
22/10/2020 04:50,500,8.42,-0.78,1,1,1,0.65,-0.01,8.29,8.3521,-10.55,-10.38,5.07,-0.01,12.82,8.61,-0.31,-0.12,190.71,103.58,12.82,8.61,-1.37,-0.8,1,1
22/10/2020 04:50,600,8.46,1.23,1,1,1,0.63,0.01,8.4162,8.3177,-12.75,-12.51,5.07,-0.01,13.47,8.66,0.54,0.19,208.25,103.7,13.48,8.66,2.28,1.26,1,1
22/10/2020 04:50,700,8.67,-0.76,1,1,1,0.58,0.04,8.5366,8.5863,-14.59,-14.27,5.07,-0.01,13.85,8.86,0.93,-0.1,225.79,103.81,13.88,8.86,3.85,-0.62,1,1
22/10/2020 05:00,50,7.94,5.22,1,1,1,0.73,0,8.0015,7.6212,-7.79,-7.8,5.06,-0.01,8.58,8.08,0.78,0.74,111.77,103.06,8.61,8.12,5.19,5.21,1,1
22/10/2020 05:00,140,7.8,0.89,1,1,1,0.77,0.03,7.7577,7.6859,-5.08,-5.35,5.06,-0.01,9.41,7.99,0.3,0.14,127.55,103.16,9.42,7.99,1.81,1,1,1
22/10/2020 05:00,150,7.79,0.97,1,1,1,0.77,0.03,7.7468,7.6704,-4.68,-5.05,5.06,-0.01,9.49,7.98,0.3,0.15,129.31,103.17,9.5,7.98,1.8,1.06,1,1
22/10/2020 05:00,160,7.76,0.95,1,1,1,0.78,0.04,7.7179,7.6402,-4.28,-4.71,5.06,-0.01,9.56,7.95,0.39,0.15,131.06,103.18,9.57,7.95,2.31,1.09,1,1
22/10/2020 05:00,170,7.73,1.45,1,1,1,0.77,0.07,7.7121,7.5935,-3.93,-4.41,5.06,-0.01,9.61,7.92,0.61,0.23,132.81,103.19,9.63,7.92,3.65,1.66,1,1
22/10/2020 05:00,178,7.73,1.74,1,1,1,0.76,0.09,7.7144,7.5708,-3.7,-4.19,5.06,-0.01,9.64,7.91,0.79,0.28,134.22,103.2,9.67,7.92,4.66,2.02,1,1
22/10/2020 05:00,180,7.72,1.83,1,1,1,0.76,0.09,7.7133,7.5628,-3.66,-4.15,5.06,-0.01,9.65,7.91,0.82,0.29,134.57,103.2,9.68,7.91,4.86,2.11,1,1
22/10/2020 05:00,190,7.67,2.54,1,1,1,0.78,0.11,7.6884,7.4837,-3.49,-3.96,5.06,-0.01,9.7,7.85,1.11,0.4,136.32,103.21,9.76,7.86,6.51,2.89,1,1
22/10/2020 05:00,200,7.6,4.31,1,1,1,0.81,0.1,7.6717,7.3467,-3.4,-3.87,5.06,-0.01,9.76,7.77,1.4,0.63,138.07,103.22,9.86,7.8,8.14,4.64,1,1
22/10/2020 05:00,210,7.54,5.84,1,1,1,0.82,0.08,7.6524,7.2286,-3.39,-3.84,5.06,-0.01,9.82,7.7,1.54,0.82,139.83,103.24,9.94,7.74,8.89,6.09,1,1
22/10/2020 05:00,300,7.26,7.07,1,1,1,0.89,0.09,7.406,6.9121,-5.19,-5.37,5.06,-0.01,10.53,7.41,2.22,0.96,155.61,103.34,10.76,7.47,11.92,7.36,1,1
22/10/2020 05:00,400,7.67,-4.76,1,1,1,0.73,0.17,7.432,7.7284,-8.15,-8.07,5.06,-0.01,11.35,7.85,1.46,-0.57,173.15,103.45,11.45,7.87,7.33,-4.19,1,1
22/10/2020 05:00,500,8.08,-7.43,1,1,1,0.63,0.18,7.6725,8.1766,-10.72,-10.51,5.06,-0.01,12.01,8.2,1.82,-0.98,190.69,103.56,12.15,8.26,8.63,-6.8,1,1
22/10/2020 05:00,600,8.24,-4.48,1,1,1,0.6,0.11,7.9581,8.2659,-12.89,-12.6,5.06,-0.01,12.68,8.4,1.74,-0.6,208.22,103.67,12.8,8.42,7.83,-4.07,1,1
22/10/2020 05:00,700,8.44,-1.86,1,1,1,0.55,0.07,8.2597,8.3821,-14.73,-14.37,5.06,-0.01,13.06,8.61,1.69,-0.24,225.76,103.78,13.17,8.62,7.36,-1.58,1,1
22/10/2020 05:10,50,8.52,13.49,1,1,1,0.53,0.13,8.6511,7.581,-8.27,-8.32,5.07,-0.01,8.73,8.4,2.33,2.07,111.77,103.06,9.03,8.65,14.97,13.88,1,1
22/10/2020 05:10,140,8.67,18.77,1,1,1,0.53,-0.1,8.7943,7.3554,-5.47,-5.91,5.07,-0.01,9.48,8.36,2.72,2.79,127.56,103.16,9.86,8.81,16.04,18.46,1,1
22/10/2020 05:10,150,8.68,19.71,1,1,1,0.54,-0.11,8.7969,7.2881,-5.09,-5.62,5.07,-0.01,9.55,8.32,2.84,2.93,129.31,103.17,9.96,8.82,16.54,19.36,1,1
22/10/2020 05:10,160,8.66,20.28,1,1,1,0.56,-0.1,8.7796,7.228,-4.68,-5.27,5.07,-0.01,9.63,8.28,2.96,3.01,131.07,103.19,10.08,8.81,17.1,19.96,1,1
22/10/2020 05:10,170,8.67,20.69,1,1,1,0.56,-0.1,8.7856,7.2015,-4.33,-4.95,5.07,-0.01,9.69,8.27,3.04,3.07,132.82,103.2,10.16,8.83,17.39,20.37,1,1
22/10/2020 05:10,178,8.72,21.54,1,1,1,0.54,-0.11,8.8144,7.1618,-4.1,-4.73,5.07,-0.01,9.73,8.27,3.11,3.2,134.22,103.21,10.22,8.87,17.71,21.18,1,1
22/10/2020 05:10,180,8.73,21.81,1,1,1,0.53,-0.12,8.8235,7.1494,-4.06,-4.7,5.07,-0.01,9.74,8.27,3.13,3.25,134.58,103.21,10.23,8.88,17.8,21.44,1,1
22/10/2020 05:10,190,8.8,23.44,1,1,1,0.51,-0.14,8.8607,7.058,-3.88,-4.51,5.07,-0.01,9.8,8.24,3.26,3.5,136.33,103.22,10.33,8.95,18.39,22.99,1,1
22/10/2020 05:10,200,8.77,23.83,1,1,1,0.53,-0.13,8.8216,6.9948,-3.82,-4.4,5.07,-0.01,9.86,8.19,3.35,3.54,138.08,103.23,10.41,8.92,18.75,23.4,1,1
22/10/2020 05:10,210,8.72,24.26,1,1,1,0.55,-0.14,8.7723,6.9229,-3.81,-4.36,5.07,-0.01,9.92,8.12,3.39,3.59,139.84,103.24,10.48,8.88,18.85,23.82,1,1
22/10/2020 05:10,300,9.01,29.01,1,1,1,0.44,-0.22,8.899,6.6646,-5.61,-5.83,5.07,-0.01,10.48,8.05,3.16,4.33,155.63,103.35,10.95,9.15,16.77,28.27,1,1
22/10/2020 05:10,400,8.81,25.37,1,1,1,0.48,-0.25,8.8327,6.9157,-8.58,-8.55,5.07,-0.01,11.38,8.15,1.47,3.72,173.17,103.47,11.48,8.96,7.38,24.52,1,1
22/10/2020 05:10,500,8.51,10.1,1,1,1,0.55,-0.03,8.6416,7.8666,-11.18,-10.95,5.07,-0.01,12.06,8.54,1.49,1.5,190.71,103.58,12.16,8.67,7.04,9.98,1,1
22/10/2020 05:10,600,8.61,1.07,1,1,1,0.53,0.08,8.531,8.4238,-13.4,-13.01,5.07,-0.01,12.56,8.77,2.09,0.21,208.25,103.7,12.73,8.78,9.45,1.36,1,1
22/10/2020 05:10,700,8.46,1.9,1,1,1,0.56,0.08,8.4251,8.254,-15.26,-14.79,5.07,-0.01,13.08,8.63,2.75,0.33,225.79,103.81,13.36,8.64,11.9,2.2,1,1
22/10/2020 05:20,50,8.78,10.68,1,1,1,0.46,-0.01,8.8743,8.0262,-8.99,-8.99,5.07,-0.02,9.08,8.75,1.69,1.64,111.77,103.06,9.24,8.9,10.54,10.65,1,1
22/10/2020 05:20,140,8.69,11.74,1,1,1,0.55,0.02,8.825,7.8926,-6.18,-6.51,5.07,-0.02,9.71,8.65,2.11,1.81,127.56,103.17,9.94,8.84,12.28,11.8,1,1
22/10/2020 05:20,150,8.67,12.31,1,1,1,0.56,0.02,8.8108,7.8358,-5.8,-6.21,5.07,-0.02,9.77,8.61,2.24,1.89,129.32,103.18,10.02,8.82,12.9,12.38,1,1
22/10/2020 05:20,160,8.65,12.66,1,1,1,0.58,0.01,8.7992,7.8021,-5.38,-5.84,5.07,-0.02,9.86,8.59,2.25,1.93,131.07,103.19,10.11,8.81,12.87,12.68,1,1
22/10/2020 05:20,170,8.61,12.42,1,1,1,0.59,0.01,8.7666,7.7913,-5.03,-5.53,5.07,-0.02,9.94,8.57,2.23,1.89,132.83,103.21,10.18,8.77,12.63,12.45,1,1
22/10/2020 05:20,178,8.58,12.36,1,1,1,0.6,0,8.7398,7.7732,-4.8,-5.31,5.07,-0.02,10.01,8.55,2.22,1.87,134.23,103.21,10.25,8.75,12.52,12.37,1,1
22/10/2020 05:20,180,8.58,12.5,1,1,1,0.6,0,8.7393,7.7626,-4.76,-5.26,5.07,-0.02,10.02,8.54,2.22,1.89,134.58,103.22,10.26,8.75,12.49,12.5,1,1
22/10/2020 05:20,190,8.57,12.82,1,1,1,0.61,-0.01,8.7347,7.7371,-4.57,-5.06,5.07,-0.02,10.11,8.52,2.23,1.93,136.34,103.23,10.35,8.74,12.44,12.78,1,1
22/10/2020 05:20,200,8.56,12.7,1,1,1,0.62,-0.01,8.7218,7.7345,-4.49,-4.95,5.07,-0.02,10.21,8.52,2.23,1.91,138.09,103.24,10.45,8.73,12.32,12.67,1,1
22/10/2020 05:20,210,8.55,12.7,1,1,1,0.62,-0.01,8.7136,7.7283,-4.49,-4.92,5.07,-0.02,10.29,8.51,2.22,1.91,139.85,103.25,10.53,8.72,12.18,12.66,1,1
22/10/2020 05:20,300,8.52,20.33,1,1,1,0.64,-0.12,8.6655,7.1364,-6.33,-6.53,5.07,-0.02,10.98,8.18,2.69,2.96,155.64,103.36,11.3,8.7,13.74,19.93,1,1
22/10/2020 05:20,400,8.55,23.47,1,1,1,0.61,-0.13,8.6445,6.8829,-9.29,-9.27,5.07,-0.02,11.59,8.04,2.94,3.42,173.18,103.48,11.96,8.73,14.24,23.03,1,1
22/10/2020 05:20,500,8.66,21.82,1,1,1,0.56,-0.07,8.7768,7.1008,-11.88,-11.71,5.07,-0.02,11.99,8.22,3.4,3.25,190.73,103.6,12.46,8.84,15.83,21.58,1,1
22/10/2020 05:20,600,8.49,15.44,1,1,1,0.58,0.01,8.6678,7.4734,-14.06,-13.76,5.07,-0.02,12.38,8.35,3.8,2.32,208.27,103.72,12.95,8.67,17.06,15.5,1,1
22/10/2020 05:20,700,8.56,2.69,1,1,1,0.56,0.1,8.557,8.3154,-15.93,-15.49,5.07,-0.02,13.04,8.73,3.5,0.47,225.82,103.84,13.51,8.74,15.03,3.07,1,1
22/10/2020 05:30,50,8.26,2.53,1,1,1,0.6,0.01,8.2175,8.023,-9.31,-9.33,5.06,-0.01,8.82,8.4,0.41,0.38,111.77,103.06,8.83,8.41,2.68,2.57,1,1
22/10/2020 05:30,140,8.65,-8.12,1,1,1,0.56,0.08,8.114,8.7365,-6.5,-6.79,5.06,-0.01,9.86,8.72,-1.04,-1.21,127.56,103.16,9.91,8.8,-6,-7.88,1,1
22/10/2020 05:30,150,8.67,-9.08,1,1,1,0.56,0.09,8.0796,8.7746,-6.1,-6.48,5.06,-0.01,9.96,8.72,-1.11,-1.35,129.31,103.17,10.02,8.83,-6.36,-8.78,1,1
22/10/2020 05:30,160,8.68,-9.24,1,1,1,0.57,0.09,8.0756,8.7849,-5.67,-6.11,5.06,-0.01,10.05,8.73,-1.14,-1.38,131.06,103.18,10.11,8.83,-6.46,-8.96,1,1
22/10/2020 05:30,170,8.65,-8.87,1,1,1,0.58,0.08,8.0765,8.7561,-5.31,-5.8,5.06,-0.01,10.13,8.71,-1.08,-1.32,132.82,103.19,10.19,8.81,-6.09,-8.6,1,1
22/10/2020 05:30,178,8.64,-8.91,1,1,1,0.58,0.09,8.0688,8.7492,-5.09,-5.57,5.06,-0.01,10.19,8.7,-1.04,-1.32,134.22,103.2,10.24,8.8,-5.84,-8.62,1,1
22/10/2020 05:30,180,8.64,-8.93,1,1,1,0.58,0.09,8.0671,8.7496,-5.05,-5.53,5.06,-0.01,10.2,8.7,-1.04,-1.32,134.57,103.21,10.26,8.8,-5.84,-8.65,1,1
22/10/2020 05:30,190,8.62,-8.78,1,1,1,0.59,0.07,8.0583,8.731,-4.87,-5.33,5.06,-0.01,10.3,8.69,-1.1,-1.3,136.33,103.22,10.36,8.79,-6.07,-8.54,1,1
22/10/2020 05:30,200,8.54,-7.56,1,1,1,0.63,0.03,8.0573,8.6399,-4.79,-5.23,5.06,-0.01,10.41,8.64,-1.14,-1.13,138.08,103.23,10.47,8.71,-6.24,-7.45,1,1
22/10/2020 05:30,210,8.43,-6.43,1,1,1,0.67,0.01,8.0214,8.5169,-4.79,-5.21,5.06,-0.01,10.49,8.56,-1.13,-0.96,139.83,103.24,10.55,8.61,-6.14,-6.4,1,1
22/10/2020 05:30,300,8.04,1.93,1,1,1,0.71,-0.07,8.0087,7.8839,-6.66,-6.8,5.06,-0.01,11,8.22,-0.41,0.24,155.62,103.34,11,8.23,-2.15,1.69,1,1
22/10/2020 05:30,400,7.64,9.74,1,1,1,0.77,-0.12,7.8058,7.1504,-9.64,-9.61,5.06,-0.01,11.67,7.74,0.2,1.27,173.16,103.46,11.67,7.84,0.99,9.32,1,1
22/10/2020 05:30,500,8.18,-0.55,1,1,1,0.64,0.08,8.0719,8.0908,-12.23,-12.01,5.06,-0.01,12.3,8.36,1.53,-0.04,190.7,103.57,12.4,8.36,7.08,-0.25,1,1
22/10/2020 05:30,600,8.44,-2.87,1,1,1,0.61,0.08,8.2309,8.4322,-14.42,-14.04,5.06,-0.01,13.19,8.62,1.26,-0.39,208.24,103.68,13.25,8.63,5.44,-2.59,1,1
22/10/2020 05:30,700,8.75,-6.3,1,1,1,0.57,0.09,8.3499,8.8287,-16.25,-15.79,5.06,-0.01,13.9,8.89,1.19,-0.93,225.78,103.8,13.95,8.94,4.88,-5.96,1,1
22/10/2020 05:40,50,8.89,14.09,1,1,1,0.54,-0.13,9.0321,7.9294,-9.3,-9.29,5.07,-0.01,9.21,8.78,2.05,2.14,111.77,103.06,9.44,9.03,12.55,13.69,1,1
22/10/2020 05:40,140,9.01,15.24,1,1,1,0.51,-0.21,9.1571,7.9702,-6.46,-6.74,5.07,-0.01,10.08,8.86,1.65,2.3,127.57,103.17,10.21,9.16,9.32,14.56,1,1
22/10/2020 05:40,150,8.94,14.58,1,1,1,0.55,-0.18,9.0966,7.9611,-6.07,-6.42,5.07,-0.01,10.17,8.83,1.67,2.2,129.32,103.19,10.3,9.1,9.31,14,1,1
22/10/2020 05:40,160,8.93,14.21,1,1,1,0.56,-0.16,9.0883,7.9782,-5.65,-6.06,5.07,-0.01,10.27,8.83,1.66,2.15,131.08,103.2,10.4,9.09,9.2,13.7,1,1
22/10/2020 05:40,170,8.96,14.77,1,1,1,0.55,-0.18,9.1206,7.9664,-5.29,-5.73,5.07,-0.01,10.36,8.84,1.63,2.24,132.83,103.21,10.49,9.12,8.95,14.2,1,1
22/10/2020 05:40,178,8.96,15.23,1,1,1,0.56,-0.18,9.1244,7.9331,-5.06,-5.51,5.07,-0.01,10.44,8.83,1.69,2.31,134.24,103.22,10.57,9.12,9.19,14.66,1,1
22/10/2020 05:40,180,8.96,15.38,1,1,1,0.56,-0.17,9.1246,7.9208,-5.02,-5.47,5.07,-0.01,10.45,8.82,1.72,2.33,134.59,103.22,10.59,9.12,9.34,14.82,1,1
22/10/2020 05:40,190,8.98,16.69,1,1,1,0.57,-0.18,9.1394,7.8313,-4.82,-5.29,5.07,-0.01,10.56,8.78,1.89,2.54,136.34,103.23,10.72,9.14,10.15,16.11,1,1
22/10/2020 05:40,200,9.01,18.58,1,1,1,0.57,-0.21,9.1634,7.7097,-4.74,-5.21,5.07,-0.01,10.64,8.73,1.96,2.82,138.1,103.25,10.82,9.18,10.43,17.89,1,1
22/10/2020 05:40,210,8.99,19.47,1,1,1,0.58,-0.23,9.1332,7.6173,-4.74,-5.18,5.07,-0.01,10.73,8.67,1.98,2.94,139.85,103.26,10.91,9.15,10.47,18.73,1,1
22/10/2020 05:40,300,9.03,26.1,1,1,1,0.54,-0.38,9.0614,7.0702,-6.61,-6.86,5.07,-0.01,11.45,8.35,0.98,3.86,155.65,103.37,11.49,9.2,4.89,24.82,1,1
22/10/2020 05:40,400,9.15,24.65,1,1,1,0.51,-0.31,9.2032,7.2837,-9.57,-9.66,5.07,-0.01,12.1,8.53,0.4,3.72,173.19,103.49,12.11,9.31,1.89,23.57,1,1
22/10/2020 05:40,500,8.91,9.03,1,1,1,0.52,-0.07,9.0258,8.3108,-12.16,-12.07,5.07,-0.01,12.42,8.97,0.62,1.39,190.74,103.62,12.44,9.08,2.84,8.78,1,1
